staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-00421,Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management",Digital & IT,Systems Administrator,"it_support,data_analytics,credit_risk",13.5,15.0,4,1092.57,13.3
STF-00422,Retail Banking,Branch Supervisor,"sales_advisory,branch_management",Credit & Lending,Underwriter,"loan_underwriting,data_analytics,credit_risk,teller_ops",2.3,22.0,3,784.58,0.0
STF-00423,Compliance & Risk,Compliance Officer,"credit_risk,aml_compliance,leadership,cybersecurity",Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance,leadership,teller_ops",8.3,13.0,3,874.41,6.6
STF-00424,Compliance & Risk,AML Investigator,"leadership,aml_compliance,credit_risk",Compliance & Risk,Risk Analyst,"leadership,credit_risk,aml_compliance,sales_advisory",2.4,12.0,4,902.85,5.2
STF-00425,Digital & IT,Systems Administrator,"it_support,digital_banking,data_analytics,branch_management",Credit & Lending,Loan Officer,"data_analytics,loan_underwriting,leadership",3.1,15.0,4,669.99,10.0
STF-00426,Retail Banking,Branch Officer,"branch_management,customer_service,sales_advisory",Treasury & Markets,Markets Associate,"data_analytics,forex_ops,treasury_ops,loan_underwriting",1.3,19.0,2,785.34,5.7
STF-00427,Retail Banking,Branch Officer,"branch_management,customer_service",Digital & IT,IT Support Analyst,"digital_banking,cybersecurity",4.3,17.0,4,716.18,6.6
STF-00428,Compliance & Risk,AML Investigator,"leadership,aml_compliance,credit_risk,customer_service",Compliance & Risk,Risk Analyst,"aml_compliance,leadership,credit_risk",0.9,17.0,4,746.64,5.1
STF-00429,Treasury & Markets,Markets Associate,"forex_ops,data_analytics,credit_risk",Compliance & Risk,Compliance Officer,"leadership,cybersecurity,customer_service",0.7,16.0,2,895.63,12.3
STF-00430,Private & Wealth,Private Banker,"leadership,customer_service,sales_advisory,wealth_management",Credit & Lending,Loan Officer,"credit_risk,loan_underwriting",2.6,24.0,1,822.07,4.3
STF-00431,Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance",Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance",6.2,15.0,2,969.32,5.7
STF-00432,Treasury & Markets,FX Dealer,"data_analytics,credit_risk,forex_ops,customer_service",Retail Banking,Branch Officer,"teller_ops,customer_service,sales_advisory",6.0,13.0,4,627.94,7.3
STF-00433,Retail Banking,Customer Service Rep,"branch_management,customer_service,sales_advisory",Retail Banking,Branch Officer,"teller_ops,sales_advisory",2.1,20.0,3,690.7,0.0
STF-00434,Credit & Lending,Loan Officer,"data_analytics,credit_risk,aml_compliance,teller_ops",Treasury & Markets,Markets Associate,"forex_ops,data_analytics",5.3,12.0,2,843.66,2.7
STF-00435,Digital & IT,IT Support Analyst,"data_analytics,it_support,cybersecurity,digital_banking",Retail Banking,Customer Service Rep,"branch_management,teller_ops,customer_service",11.1,20.0,3,783.53,4.6
STF-00436,Retail Banking,Customer Service Rep,"customer_service,sales_advisory,teller_ops,branch_management,forex_ops",Retail Banking,Branch Supervisor,"customer_service,teller_ops",3.3,16.0,2,607.65,3.9
STF-00437,Private & Wealth,Relationship Manager,"customer_service,wealth_management,sales_advisory,leadership",Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,it_support",1.3,13.0,1,801.7,17.4
STF-00438,Credit & Lending,Underwriter,"aml_compliance,data_analytics",Credit & Lending,Loan Officer,"data_analytics,credit_risk",5.2,12.0,2,794.56,11.6
STF-00439,Private & Wealth,Wealth Advisor,"leadership,wealth_management,sales_advisory",Private & Wealth,Relationship Manager,"customer_service,wealth_management,leadership",3.5,16.0,3,681.67,8.4
STF-00440,Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,aml_compliance",Compliance & Risk,AML Investigator,"cybersecurity,credit_risk",6.3,24.0,4,607.5,4.1
STF-00441,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,branch_management,leadership",Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management,teller_ops",18.1,14.0,4,1175.1,4.6
STF-00442,Private & Wealth,Wealth Advisor,"sales_advisory,leadership,customer_service",Treasury & Markets,Treasury Analyst,"credit_risk,data_analytics",5.1,14.0,4,431.09,4.0
STF-00443,Retail Banking,Branch Supervisor,"branch_management,teller_ops,sales_advisory",Digital & IT,Systems Administrator,"cybersecurity,data_analytics,digital_banking",3.2,15.0,3,781.02,1.6
STF-00444,Compliance & Risk,Compliance Officer,"cybersecurity,leadership,credit_risk",Compliance & Risk,Compliance Officer,"credit_risk,aml_compliance,cybersecurity",4.1,22.0,3,929.09,5.9
STF-00445,Credit & Lending,Loan Officer,"loan_underwriting,data_analytics",Credit & Lending,Underwriter,"credit_risk,aml_compliance,data_analytics,forex_ops",6.9,18.0,3,961.22,3.6
STF-00446,Digital & IT,Digital Banking Officer,"cybersecurity,data_analytics,forex_ops",Digital & IT,IT Support Analyst,"data_analytics,cybersecurity",1.7,19.0,3,551.17,11.9
STF-00447,Digital & IT,IT Support Analyst,"cybersecurity,digital_banking,data_analytics,credit_risk",Digital & IT,Systems Administrator,"cybersecurity,it_support,data_analytics",2.5,15.0,2,735.04,2.9
STF-00448,Digital & IT,Systems Administrator,"data_analytics,it_support,cybersecurity,digital_banking",Digital & IT,Systems Administrator,"data_analytics,cybersecurity",4.9,16.0,3,907.54,0.0
STF-00449,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,data_analytics,credit_risk",Digital & IT,Digital Banking Officer,"cybersecurity,it_support,data_analytics",5.3,12.0,2,735.27,7.5
STF-00450,Retail Banking,Branch Supervisor,"branch_management,customer_service,sales_advisory,cybersecurity",Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops,teller_ops",1.2,23.0,3,810.18,7.4
STF-00451,Private & Wealth,Relationship Manager,"customer_service,leadership,sales_advisory,wealth_management",Private & Wealth,Relationship Manager,"leadership,sales_advisory,forex_ops",2.3,28.0,4,520.24,9.8
STF-00452,Compliance & Risk,Compliance Officer,"credit_risk,leadership,cybersecurity,wealth_management",Treasury & Markets,Treasury Analyst,"forex_ops,credit_risk",9.2,26.0,3,888.06,2.1
STF-00453,Private & Wealth,Relationship Manager,"sales_advisory,customer_service,leadership,wealth_management",Private & Wealth,Wealth Advisor,"customer_service,wealth_management,leadership",1.3,12.0,3,803.01,4.9
STF-00454,Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management,customer_service,leadership,treasury_ops",Private & Wealth,Wealth Advisor,"wealth_management,customer_service",1.5,17.0,2,483.56,1.5
STF-00455,Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops,treasury_ops",Private & Wealth,Relationship Manager,"wealth_management,leadership,customer_service,sales_advisory",5.0,29.0,3,793.95,0.6
STF-00456,Private & Wealth,Relationship Manager,"sales_advisory,wealth_management",Digital & IT,Systems Administrator,"data_analytics,cybersecurity",1.9,15.0,2,601.94,8.6
STF-00457,Private & Wealth,Wealth Advisor,"leadership,customer_service,sales_advisory,wealth_management,aml_compliance",Private & Wealth,Wealth Advisor,"leadership,sales_advisory,teller_ops",2.9,22.0,2,669.76,8.6
STF-00458,Private & Wealth,Private Banker,"sales_advisory,wealth_management,teller_ops",Private & Wealth,Private Banker,"leadership,customer_service",11.1,24.0,2,952.89,1.1
STF-00459,Retail Banking,Customer Service Rep,"customer_service,sales_advisory,branch_management,teller_ops",Private & Wealth,Wealth Advisor,"leadership,sales_advisory,teller_ops",4.0,20.0,2,883.86,4.2
STF-00460,Compliance & Risk,AML Investigator,"leadership,cybersecurity,aml_compliance",Digital & IT,Systems Administrator,"digital_banking,it_support,data_analytics",0.8,16.0,4,400.57,5.2
STF-00461,Private & Wealth,Private Banker,"wealth_management,customer_service",Credit & Lending,Lending Manager,"loan_underwriting,aml_compliance,data_analytics",23.1,24.0,3,1302.39,7.9
STF-00462,Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance,credit_risk,data_analytics",Credit & Lending,Underwriter,"loan_underwriting,credit_risk",1.7,17.0,3,804.25,2.9
STF-00463,Compliance & Risk,Risk Analyst,"leadership,credit_risk,cybersecurity,aml_compliance",Compliance & Risk,Compliance Officer,"aml_compliance,leadership,cybersecurity",12.6,29.0,5,845.77,1.5
STF-00464,Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,it_support",Treasury & Markets,FX Dealer,"forex_ops,credit_risk,treasury_ops",2.2,18.0,3,828.68,10.4
STF-00465,Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops,credit_risk",Treasury & Markets,FX Dealer,"forex_ops,data_analytics,treasury_ops",2.1,17.0,3,727.73,12.8
STF-00466,Compliance & Risk,Risk Analyst,"leadership,cybersecurity,aml_compliance,credit_risk,data_analytics",Compliance & Risk,AML Investigator,"credit_risk,leadership",11.4,14.0,3,1061.98,3.9
STF-00467,Retail Banking,Branch Officer,"branch_management,teller_ops,customer_service,sales_advisory",Retail Banking,Branch Supervisor,"branch_management,teller_ops,customer_service",1.2,17.0,2,573.13,0.0
STF-00468,Compliance & Risk,Compliance Officer,"cybersecurity,credit_risk,leadership",Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,credit_risk",10.2,18.0,3,932.68,8.9
STF-00469,Retail Banking,Branch Supervisor,"teller_ops,sales_advisory,branch_management",Retail Banking,Teller,"teller_ops,branch_management,customer_service",5.2,23.0,3,741.87,10.4
STF-00470,Compliance & Risk,Compliance Officer,"credit_risk,cybersecurity,aml_compliance",Compliance & Risk,Risk Analyst,"aml_compliance,credit_risk,cybersecurity,leadership",3.2,18.0,2,745.12,8.7
STF-00471,Private & Wealth,Relationship Manager,"sales_advisory,customer_service,leadership",Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance,credit_risk",9.0,17.0,3,974.17,1.7
STF-00472,Private & Wealth,Private Banker,"customer_service,wealth_management,sales_advisory,leadership",Private & Wealth,Wealth Advisor,"wealth_management,customer_service,leadership,digital_banking",4.0,19.0,3,721.83,7.6
STF-00473,Private & Wealth,Private Banker,"leadership,wealth_management,customer_service,sales_advisory,branch_management",Compliance & Risk,Risk Analyst,"cybersecurity,leadership,branch_management",2.0,21.0,2,664.26,9.1
STF-00474,Treasury & Markets,Markets Associate,"data_analytics,forex_ops",Treasury & Markets,Markets Associate,"credit_risk,data_analytics,forex_ops,digital_banking",2.7,19.0,4,890.74,7.2
STF-00475,Credit & Lending,Underwriter,"loan_underwriting,aml_compliance,data_analytics,teller_ops",Credit & Lending,Lending Manager,"credit_risk,aml_compliance,data_analytics,branch_management",4.3,19.0,3,622.23,1.4
STF-00476,Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,forex_ops",Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops,treasury_ops",5.3,12.0,2,878.8,8.3
STF-00477,Private & Wealth,Wealth Advisor,"customer_service,wealth_management,loan_underwriting",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,leadership",2.7,23.0,1,849.28,6.1
STF-00478,Private & Wealth,Relationship Manager,"leadership,sales_advisory",Private & Wealth,Relationship Manager,"sales_advisory,leadership,customer_service,aml_compliance",3.4,20.0,2,911.52,9.5
STF-00479,Credit & Lending,Underwriter,"loan_underwriting,credit_risk,aml_compliance,data_analytics",Compliance & Risk,Compliance Officer,"credit_risk,cybersecurity",2.1,20.0,4,460.71,9.3
STF-00480,Credit & Lending,Credit Analyst,"credit_risk,aml_compliance",Credit & Lending,Underwriter,"aml_compliance,loan_underwriting,teller_ops",1.5,11.0,4,887.11,10.1
STF-00481,Digital & IT,Systems Administrator,"digital_banking,it_support,cybersecurity,data_analytics",Digital & IT,IT Support Analyst,"it_support,data_analytics,digital_banking,leadership",1.4,19.0,1,740.12,12.8
STF-00482,Treasury & Markets,FX Dealer,"treasury_ops,credit_risk",Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops",6.6,18.0,2,821.92,8.9
STF-00483,Retail Banking,Teller,"sales_advisory,teller_ops,customer_service,it_support",Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,cybersecurity,wealth_management",0.7,21.0,1,703.82,9.3
STF-00484,Retail Banking,Teller,"teller_ops,branch_management",Digital & IT,Digital Banking Officer,"cybersecurity,it_support",6.9,19.0,3,728.72,6.5
STF-00485,Retail Banking,Branch Supervisor,"teller_ops,customer_service,it_support",Retail Banking,Customer Service Rep,"branch_management,teller_ops,credit_risk",13.8,22.0,2,988.83,9.7
STF-00486,Digital & IT,Digital Banking Officer,"digital_banking,cybersecurity,it_support,data_analytics",Private & Wealth,Private Banker,"leadership,customer_service,sales_advisory",6.5,17.0,4,635.0,6.6
STF-00487,Retail Banking,Branch Supervisor,"teller_ops,customer_service,cybersecurity",Digital & IT,Systems Administrator,"it_support,cybersecurity,digital_banking",4.4,18.0,1,629.56,0.0
STF-00488,Credit & Lending,Underwriter,"loan_underwriting,aml_compliance",Private & Wealth,Private Banker,"leadership,wealth_management,branch_management",0.8,25.0,2,824.37,5.0
STF-00489,Retail Banking,Teller,"teller_ops,customer_service",Retail Banking,Customer Service Rep,"customer_service,branch_management,credit_risk",5.1,14.0,3,657.57,6.9
STF-00490,Private & Wealth,Relationship Manager,"sales_advisory,customer_service",Private & Wealth,Private Banker,"customer_service,leadership,wealth_management,treasury_ops",4.1,17.0,4,747.55,6.0
STF-00491,Compliance & Risk,Risk Analyst,"leadership,aml_compliance,credit_risk,cybersecurity",Digital & IT,Systems Administrator,"digital_banking,data_analytics,it_support",2.1,22.0,1,787.89,9.4
STF-00492,Digital & IT,Systems Administrator,"digital_banking,it_support,cybersecurity,data_analytics",Digital & IT,Digital Banking Officer,"digital_banking,it_support,data_analytics",2.6,21.0,4,710.3,11.0
STF-00493,Digital & IT,Systems Administrator,"cybersecurity,it_support,digital_banking",Digital & IT,IT Support Analyst,"cybersecurity,data_analytics",1.6,14.0,2,842.63,9.3
STF-00494,Digital & IT,Systems Administrator,"data_analytics,it_support,digital_banking",Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,leadership",2.2,16.0,2,587.67,4.3
STF-00495,Compliance & Risk,Compliance Officer,"cybersecurity,leadership,credit_risk",Private & Wealth,Wealth Advisor,"customer_service,wealth_management,sales_advisory,loan_underwriting",4.3,17.0,3,759.73,2.5
STF-00496,Retail Banking,Branch Supervisor,"customer_service,branch_management,treasury_ops",Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking,sales_advisory",4.5,21.0,2,777.68,4.0
STF-00497,Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,it_support,data_analytics",Credit & Lending,Underwriter,"aml_compliance,data_analytics",9.2,16.0,4,971.71,12.9
STF-00498,Retail Banking,Teller,"sales_advisory,customer_service,leadership",Compliance & Risk,AML Investigator,"leadership,credit_risk,branch_management",2.8,23.0,4,678.94,8.1
STF-00499,Treasury & Markets,FX Dealer,"credit_risk,data_analytics,forex_ops,branch_management",Treasury & Markets,Markets Associate,"treasury_ops,data_analytics,forex_ops,leadership",5.8,22.0,3,772.91,2.9
STF-00500,Credit & Lending,Loan Officer,"credit_risk,data_analytics,aml_compliance,loan_underwriting",Digital & IT,Systems Administrator,"it_support,digital_banking,data_analytics",12.2,14.0,3,925.25,4.3
STF-00501,Credit & Lending,Underwriter,"credit_risk,loan_underwriting,data_analytics,aml_compliance,teller_ops",Credit & Lending,Credit Analyst,"credit_risk,aml_compliance",4.1,20.0,3,633.85,6.6
STF-00502,Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity,loan_underwriting",Retail Banking,Teller,"sales_advisory,customer_service,branch_management,wealth_management",2.3,9.0,3,781.97,8.0
STF-00503,Treasury & Markets,FX Dealer,"treasury_ops,credit_risk,forex_ops,it_support",Compliance & Risk,AML Investigator,"leadership,cybersecurity,credit_risk,digital_banking",0.9,24.0,1,571.1,6.9
STF-00504,Private & Wealth,Private Banker,"leadership,sales_advisory",Private & Wealth,Relationship Manager,"wealth_management,customer_service,sales_advisory,credit_risk",2.7,15.0,4,605.77,9.4
STF-00505,Private & Wealth,Private Banker,"customer_service,sales_advisory,leadership,wealth_management,credit_risk",Private & Wealth,Wealth Advisor,"leadership,sales_advisory",0.8,13.0,3,396.69,5.5
STF-00506,Compliance & Risk,AML Investigator,"credit_risk,cybersecurity,leadership,branch_management",Private & Wealth,Relationship Manager,"wealth_management,customer_service",3.1,27.0,2,743.23,9.6
STF-00507,Private & Wealth,Private Banker,"customer_service,leadership,sales_advisory,aml_compliance",Private & Wealth,Private Banker,"wealth_management,sales_advisory,leadership",2.6,16.0,2,629.26,6.2
STF-00508,Compliance & Risk,AML Investigator,"credit_risk,aml_compliance,treasury_ops",Compliance & Risk,Risk Analyst,"credit_risk,aml_compliance,cybersecurity,forex_ops",3.3,23.0,2,884.23,7.7
STF-00509,Private & Wealth,Relationship Manager,"wealth_management,customer_service",Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops,cybersecurity",3.6,17.0,1,726.95,8.6
